injection_period,strain,sex,treatment,exon,date_eclosion,time_edt,azt0_in_edt,time_azt,genotype_id,genotype,genotype_consequence
2022,uz,female,period,4,3/20/2022,12:45,4,8:45,UZpX3f_28,mutant,frameshift
2022,uz,female,period,5,3/20/2022,20:15,4,16:15,UZpX4f_12,,
2022,uz,female,period,5,3/20/2022,21:15,4,17:15,UZpX4f_08,,
2022,uz,female,period,5,3/20/2022,21:30,4,17:30,UZpX4f_09,mutant,frameshift
2022,uz,male,period,4,3/20/2022,22:00,4,18:00,UZpX3m_20,wt,wt
2022,uz,female,period,5,3/20/2022,22:00,4,18:00,UZpX4f_16,mutant,frameshift
2022,uz,male,period,4,3/20/2022,22:30,4,18:30,UZpX3m_05,,
2022,uz,female,period,5,3/20/2022,22:30,4,18:30,UZpX4f_17,,
2022,uz,female,period,4,3/20/2022,23:15,4,19:15,UZpX3f_19,wt,wt
2022,uz,female,period,4,3/20/2022,3:45,4,23:45,UZpx3f_06,mutant,frameshift
2022,uz,male,pdfr,4,3/21/2022,23:30,4,19:30,UZrX3m_59,,
2022,uz,female,period,4,3/21/2022,9:15,4,5:15,UZpX3f_07,,
2022,uz,male,period,5,3/21/2022,10:00,4,6:00,UZpX4m_15,,
2022,uz,female,period,4,3/21/2022,12:30,4,8:30,UZpX3f_21,mutant,frameshift
2022,uz,male,period,4,3/21/2022,20:45,4,16:45,UZpX3m_67,,
2022,uz,female,period,5,3/21/2022,21:15,4,17:15,UZpX4f_42,mutant,frameshift
2022,uz,female,period,5,3/21/2022,21:30,4,17:30,UZpX4f_54,,
2022,uz,female,period,4,3/21/2022,21:45,4,17:45,UZpX3f_53,mutant,non_frameshift
2022,uz,female,period,5,3/21/2022,21:45,4,17:45,UZpX4f_50,,
2022,uz,male,period,4,3/21/2022,22:00,4,18:00,UZpX3m_66,,
2022,uz,male,period,4,3/21/2022,22:15,4,18:15,UZpX3m_38,,
2022,uz,male,period,4,3/21/2022,22:15,4,18:15,UZpX3m_61,,
2022,uz,female,pdfr,4,3/22/2022,22:45,4,18:45,,,
2022,uz,male,period,5,3/22/2022,6:00,4,2:00,UZpX4m_35,,
2022,uz,female,period,4+5,3/22/2022,11:30,4,7:30,UZpX34f_46,,
2022,uz,female,period,4,3/22/2022,13:15,4,9:15,UZpX3f_70,,
2022,uz,female,period,4,3/22/2022,17:00,4,13:00,UZpX3f_39,mutant,frameshift
2022,uz,female,period,4,3/22/2022,17:15,4,13:15,UZpX3f_51,,
2022,uz,female,period,4,3/22/2022,21:30,4,17:30,UZpX3f_92,,
2022,uz,male,period,4,3/22/2022,21:30,4,17:30,UZpX3m_89,mutant,non_frameshift
2022,uz,female,period,5,3/22/2022,21:30,4,17:30,,,
2022,uz,male,period,5,3/22/2022,21:30,4,17:30,,,
2022,uz,female,period,4,3/22/2022,22:15,4,18:15,UZpX3f_102,,
2022,uz,male,period,4,3/22/2022,23:30,4,19:30,UZpX3m_79,,
2022,uz,female,period,5,3/22/2022,0:00,4,20:00,UZpX4f_48,mutant,frameshift
2022,uz,male,period,5,3/22/2022,0:45,4,20:45,UZpX4m_40,,
2022,uz,female,period,4,3/22/2022,1:15,4,21:15,UZpX3f_52,,
2022,uz,male,period,4,3/22/2022,2:00,4,22:00,UZpX3m_49,,
2022,uz,female,period,4,3/22/2022,2:45,4,22:45,UZpX3f_68,,
2022,uz,male,period,4,3/22/2022,2:45,4,22:45,UZpX3m_60,,
2022,uz,female,period,4,3/22/2022,3:45,4,23:45,UZpX3f_47,,
2022,uz,female,pdfr,4,3/23/2022,21:30,4,17:30,UZrX3f_78,,
2022,uz,female,pdfr,4,3/23/2022,0:30,4,20:30,UZrX3f_103,wt,wt
2022,uz,female,period,5,3/23/2022,12:30,4,8:30,UZpX4f_94,,
2022,uz,female,period,5,3/23/2022,20:30,4,16:30,,,
2022,uz,female,period,4+5,3/23/2022,21:30,4,17:30,UZpX34f_100,,
2022,uz,female,period,4,3/23/2022,23:00,4,19:00,UZpX3f_74,,
2022,uz,female,period,4+5,3/23/2022,0:00,4,20:00,UZpX34f_76,,
2022,uz,male,period,5,3/23/2022,0:00,4,20:00,UZpX4m_98,,
2022,uz,male,period,4,3/23/2022,1:45,4,21:45,UZpX3m_93,,
2022,uz,male,period,4+5,3/23/2022,2:45,4,22:45,UZpX34m_99,,
2022,uz,male,period,5,3/23/2022,3:00,4,23:00,UZpX4m_91,,
2022,uz,female,control,wt,3/24/2022,20:30,4,16:30,,,
2022,uz,male,pdfr,4,3/24/2022,19:15,4,15:15,UZrX3m_110,wt,wt
2022,uz,male,pdfr,4,3/24/2022,21:45,4,17:45,UZrX3m_109,mutant,frameshift
2022,uz,male,pdfr,4,3/24/2022,22:00,4,18:00,,,
2022,uz,female,period,4,3/24/2022,8:45,4,4:45,UZpX4f_96,,
2022,uz,female,period,4,3/24/2022,18:30,4,14:30,UZpX3f_107,,
2022,uz,male,period,4+5,3/24/2022,20:30,4,16:30,UZpX34m_111,,
2022,uz,female,period,4,3/24/2022,20:30,4,16:30,UZpX3f_106,,
2022,uz,female,control,wt,3/25/2022,21:30,4,17:30,,,
2022,uz,male,control,wt,3/25/2022,21:30,4,17:30,,,
2022,uz,male,control,wt,3/25/2022,21:30,4,17:30,,,
2022,uz,male,control,wt,3/25/2022,21:45,4,17:45,,,
2022,uz,female,control,wt,3/25/2022,22:30,4,18:30,,,
2022,uz,female,control,wt,3/25/2022,23:00,4,19:00,,,
2022,uz,male,control,wt,3/25/2022,23:00,4,19:00,,,
2022,uz,male,pdfr,4,3/25/2022,3:45,4,23:45,UZrX3m_108,,
2022,uz,female,period,4,3/25/2022,21:45,4,17:45,UZpX43f_113,,
2022,uz,female,period,4+5,3/25/2022,22:00,4,18:00,UZpX34f_115,,
2022,uz,male,period,5,3/25/2022,1:15,4,21:15,UZpX4m_105,,
2022,uz,female,control,wt,3/26/2022,20:30,4,16:30,,,
2022,uz,male,control,wt,3/26/2022,20:30,4,16:30,,,
2022,uz,male,control,wt,3/26/2022,20:45,4,16:45,,,
2022,uz,female,control,wt,3/26/2022,21:15,4,17:15,,,
2022,uz,male,control,wt,3/26/2022,21:15,4,17:15,,,
2022,uz,male,control,wt,3/26/2022,21:30,4,17:30,,,
2022,uz,female,control,wt,3/26/2022,21:30,4,17:30,,,
2022,uz,male,control,wt,3/26/2022,21:30,4,17:30,,,
2022,uz,male,control,wt,3/26/2022,21:30,4,17:30,,,
2022,uz,male,control,wt,3/26/2022,21:45,4,17:45,,,
2022,uz,male,control,wt,3/26/2022,22:00,4,18:00,,,
2022,uz,female,control,wt,3/26/2022,0:00,4,20:00,,,
2022,uz,female,control,wt,3/26/2022,1:15,4,21:15,,,
2022,uz,male,control,wt,3/26/2022,2:45,4,22:45,,,
2022,uz,female,period,5,3/26/2022,5:15,4,1:15,UZpX4f_112,mutant,frameshift
2022,uz,male,control,wt,3/27/2022,1:15,4,21:15,,,
2022,uz,male,period,4,3/27/2022,0:30,4,20:30,UZpX3m_116,,
2022,uz,male,control,wt,8/2/2022,2:30,3,23:30,,,
2022,uz,female,control,wt,8/18/2022,23:45,3,20:45,,,
2022,uz,female,control,wt,8/22/2022,16:15,3,13:15,,,
2022,uz,female,control,wt,8/22/2022,16:30,3,13:30,,,
2022,uz,male,control,wt,8/22/2022,18:30,3,15:30,,,
2022,uz,female,control,wt,8/22/2022,19:00,3,16:00,,,
2022,uz,female,control,wt,8/22/2022,19:00,3,16:00,,,
2022,uz,female,control,wt,8/22/2022,19:30,3,16:30,,,
2022,uz,male,control,wt,8/22/2022,21:00,3,18:00,,,
2022,uz,female,control,wt,8/22/2022,21:00,3,18:00,,,
2022,uz,male,control,wt,8/22/2022,21:00,3,18:00,,,
2022,uz,female,control,wt,8/22/2022,21:30,3,18:30,,,
2022,uz,female,control,wt,8/22/2022,23:30,3,20:30,,,
2022,uz,female,control,wt,8/23/2022,3:15,3,0:15,,,
2022,uz,male,control,wt,8/23/2022,17:15,3,14:15,,,
2022,uz,male,control,wt,8/23/2022,17:45,3,14:45,,,
2022,uz,female,control,wt,8/23/2022,18:30,3,15:30,,,
2022,uz,male,control,wt,8/23/2022,20:30,3,17:30,,,
2022,uz,male,control,wt,8/23/2022,20:30,3,17:30,,,
2022,uz,female,control,wt,8/23/2022,20:30,3,17:30,,,
2022,uz,female,control,wt,8/23/2022,20:45,3,17:45,,,
2022,uz,male,control,wt,8/23/2022,21:45,3,18:45,,,
2022,uz,female,control,wt,8/23/2022,22:45,3,19:45,,,
2022,uz,male,control,wt,8/23/2022,23:00,3,20:00,,,
2022,uz,female,control,wt,8/23/2022,23:00,3,20:00,,,
2022,uz,male,control,wt,8/23/2022,0:30,3,21:30,,,
2022,uz,female,control,wt,8/23/2022,2:00,3,23:00,,,
2022,uz,female,control,wt,8/24/2022,5:15,3,2:15,,,
2022,uz,male,control,wt,8/24/2022,16:45,3,13:45,,,
2022,uz,male,control,wt,8/24/2022,17:45,3,14:45,,,
2022,uz,male,control,wt,8/24/2022,18:45,3,15:45,,,
2022,uz,female,control,wt,8/24/2022,19:45,3,16:45,,,
2022,uz,female,control,wt,8/24/2022,20:30,3,17:30,,,
2022,uz,male,control,wt,8/24/2022,20:45,3,17:45,,,
2022,uz,male,control,wt,8/24/2022,23:30,3,20:30,,,
2022,uz,male,control,wt,8/24/2022,23:30,3,20:30,,,
2022,uz,male,control,wt,8/24/2022,0:15,3,21:15,,,
2022,uz,female,control,wt,8/24/2022,0:30,3,21:30,,,
2022,uz,female,control,wt,8/24/2022,1:15,3,22:15,,,
2022,uz,male,control,wt,8/25/2022,18:45,3,15:45,,,
2023,uz,female,control,wt,6/2/2023,7:00,2,5:00,,,
2023,uz,female,control,wt,6/2/2023,19:45,2,17:45,,,
2023,uz,female,control,wt,6/2/2023,20:00,2,18:00,,,
2023,uz,female,control,wt,6/2/2023,21:00,2,19:00,,,
2023,uz,female,control,wt,6/2/2023,21:15,2,19:15,,,
2023,uz,male,control,wt,6/2/2023,22:15,2,20:15,,,
2023,uz,female,control,wt,6/2/2023,22:15,2,20:15,,,
2023,uz,female,control,wt,6/2/2023,1:15,2,23:15,,,
2023,uz,female,control,wt,6/2/2023,1:30,2,23:30,,,
2023,uz,female,control,wt,6/3/2023,3:00,2,1:00,,,
2023,uz,male,control,wt,6/3/2023,3:45,2,1:45,,,
2023,uz,female,control,wt,6/3/2023,5:30,2,3:30,,,
2023,uz,male,control,wt,6/3/2023,6:15,2,4:15,,,
2023,uz,male,control,wt,6/3/2023,15:45,2,13:45,,,
2023,uz,female,control,wt,6/3/2023,17:45,2,15:45,,,
2023,uz,female,control,wt,6/3/2023,19:45,2,17:45,,,
2023,uz,male,control,wt,6/3/2023,19:45,2,17:45,,,
2023,uz,male,control,wt,6/3/2023,19:45,2,17:45,,,
2023,uz,female,control,wt,6/3/2023,20:00,2,18:00,,,
2023,uz,male,control,wt,6/3/2023,20:00,2,18:00,,,
2023,uz,female,control,wt,6/3/2023,20:00,2,18:00,,,
2023,uz,female,control,wt,6/3/2023,21:00,2,19:00,,,
2023,uz,female,control,wt,6/3/2023,21:00,2,19:00,,,
2023,uz,female,control,wt,6/3/2023,22:30,2,20:30,,,
2023,uz,male,control,wt,6/3/2023,23:00,2,21:00,,,
2023,uz,male,control,wt,6/3/2023,23:15,2,21:15,,,
2023,uz,female,control,wt,6/3/2023,1:30,2,23:30,,,
2023,uz,female,control,wt,6/3/2023,1:45,2,23:45,,,
2023,uz,male,control,wt,6/4/2023,2:00,2,0:00,,,
2023,uz,female,control,wt,6/4/2023,5:00,2,3:00,,,
2023,uz,male,control,wt,6/4/2023,7:00,2,5:00,,,
2023,uz,female,control,wt,6/4/2023,14:30,2,12:30,,,
2023,uz,male,control,wt,6/4/2023,15:30,2,13:30,,,
2023,uz,female,control,wt,6/4/2023,19:15,2,17:15,,,
2023,uz,male,control,wt,6/4/2023,19:30,2,17:30,,,
2023,uz,female,control,wt,6/4/2023,20:00,2,18:00,,,
2023,uz,female,control,wt,6/4/2023,0:15,2,22:15,,,
2023,uz,male,control,wt,6/4/2023,0:15,2,22:15,,,
2023,uz,male,control,wt,6/4/2023,0:30,2,22:30,,,
2023,uz,male,control,wt,6/4/2023,0:45,2,22:45,,,
2023,uz,female,period,4,6/4/2023,23:30,2,21:30,,,
2023,uz,male,control,wt,6/5/2023,3:45,2,1:45,,,
2023,uz,male,control,wt,6/5/2023,17:00,2,15:00,,,
2023,uz,female,control,wt,6/5/2023,19:30,2,17:30,,,
2023,uz,female,control,wt,6/5/2023,19:45,2,17:45,,,
2023,uz,male,control,wt,6/5/2023,20:00,2,18:00,,,
2023,uz,female,control,wt,6/5/2023,20:00,2,18:00,,,
2023,uz,female,control,wt,6/5/2023,21:30,2,19:30,,,
2023,uz,female,control,wt,6/5/2023,22:45,2,20:45,,,
2023,uz,female,control,wt,6/6/2023,2:30,2,0:30,,,
2023,uz,female,control,wt,6/6/2023,3:15,2,1:15,,,
2023,uz,female,control,wt,6/6/2023,19:15,2,17:15,,,
2023,uz,female,control,wt,6/6/2023,19:45,2,17:45,,,
2023,uz,female,control,wt,6/6/2023,19:45,2,17:45,,,
2023,uz,female,control,wt,6/6/2023,20:15,2,18:15,,,
2023,uz,male,control,wt,6/7/2023,14:15,2,12:15,,,
2023,uz,female,control,wt,6/7/2023,14:30,2,12:30,,,
2023,uz,male,control,wt,6/7/2023,20:30,2,18:30,,,
2023,uz,female,control,wt,6/7/2023,21:45,2,19:45,,,
2023,uz,female,control,wt,6/7/2023,22:30,2,20:30,,,
2023,uz,female,control,wt,6/7/2023,1:30,2,23:30,,,
2023,uz,female,period,4+5,6/7/2023,20:00,2,18:00,,,
2023,uz,male,control,wt,6/8/2023,19:15,2,17:15,,,
2023,uz,female,control,wt,6/8/2023,20:00,2,18:00,,,
2023,uz,female,control,wt,6/8/2023,21:45,2,19:45,,,
2023,uz,female,control,wt,6/8/2023,22:00,2,20:00,,,
2023,uz,male,control,wt,6/8/2023,23:45,2,21:45,,,
2023,uz,female,control,wt,6/8/2023,0:45,2,22:45,,,
2023,uz,female,control,wt,6/8/2023,1:00,2,23:00,,,
2023,uz,female,control,wt,6/8/2023,1:15,2,23:15,,,
2023,uz,female,period,4+5,6/8/2023,2:15,2,0:15,,,
2023,uz,female,period,4+5,6/8/2023,13:30,2,11:30,,,
2023,uz,male,period,4+5,6/8/2023,19:45,2,17:45,,,
2023,uz,female,period,4+5,6/8/2023,20:00,2,18:00,,,
2023,uz,female,control,wt,6/9/2023,19:45,2,17:45,,,
2023,uz,female,period,4+5,6/9/2023,12:00,2,10:00,,,
2023,uz,female,period,4+5,6/9/2023,19:15,2,17:15,,,
2023,uz,female,control,wt,6/10/2023,3:30,2,1:30,,,
2023,uz,female,period,4+5,6/10/2023,2:00,2,0:00,,,
2022,uz,male,period,5,,,4,,UZpX4m_56,,
2022,uz,male,period,4,,,4,,,,
