injection_period,strain,sex,treatment,exon,date_eclosion,time_edt,azt0_in_edt,time_azt,genotype_id,genotype,genotype_consequence
2023,b_nd,male,control,wt,5/17/2023,17:00,2,15:00,,,
2023,b_nd,male,control,wt,5/17/2023,17:45,2,15:45,,,
2023,b_nd,male,control,wt,5/17/2023,19:45,2,17:45,,,
2023,b_nd,male,control,wt,5/17/2023,19:45,2,17:45,,,
2023,b_nd,male,control,wt,5/17/2023,23:30,2,21:30,,,
2023,b_nd,male,control,wt,5/18/2023,5:00,2,3:00,,,
2023,b_nd,male,control,wt,5/18/2023,6:00,2,4:00,,,
2023,b_nd,female,control,wt,5/18/2023,7:30,2,5:30,,,
2023,b_nd,male,control,wt,5/18/2023,14:45,2,12:45,,,
2023,b_nd,male,control,wt,5/18/2023,15:45,2,13:45,,,
2023,b_nd,female,control,wt,5/18/2023,17:00,2,15:00,,,
2023,b_nd,female,control,wt,5/18/2023,17:15,2,15:15,,,
2023,b_nd,male,control,wt,5/18/2023,18:00,2,16:00,,,
2023,b_nd,male,control,wt,5/18/2023,18:15,2,16:15,,,
2023,b_nd,female,control,wt,5/18/2023,0:00,2,22:00,,,
2023,b_nd,female,control,wt,5/19/2023,18:00,2,16:00,,,
2023,b_nd,male,control,wt,5/19/2023,19:00,2,17:00,,,
2023,b_nd,female,control,wt,5/19/2023,19:00,2,17:00,,,
2023,b_nd,female,control,wt,5/19/2023,19:45,2,17:45,,,
2023,b_nd,male,control,wt,5/19/2023,21:30,2,19:30,,,
2023,b_nd,female,control,wt,5/20/2023,9:00,2,7:00,,,
2023,b_nd,male,control,wt,5/20/2023,18:00,2,16:00,,,
2023,b_nd,male,control,wt,5/20/2023,18:45,2,16:45,,,
2023,b_nd,male,control,wt,5/20/2023,19:30,2,17:30,,,
2023,b_nd,female,control,wt,5/20/2023,19:30,2,17:30,,,
2023,b_nd,male,control,wt,5/20/2023,19:30,2,17:30,,,
2023,b_nd,male,control,wt,5/20/2023,19:45,2,17:45,,,
2023,b_nd,male,control,wt,5/20/2023,19:45,2,17:45,,,
2023,b_nd,female,control,wt,5/20/2023,20:00,2,18:00,,,
2023,b_nd,female,control,wt,5/20/2023,21:15,2,19:15,,,
2023,b_nd,male,control,wt,5/20/2023,22:15,2,20:15,,,
2023,b_nd,female,control,wt,5/20/2023,22:30,2,20:30,,,
2023,b_nd,male,control,wt,5/20/2023,23:45,2,21:45,,,
2023,b_nd,female,control,wt,5/20/2023,0:00,2,22:00,,,
2023,b_nd,female,control,wt,5/20/2023,0:15,2,22:15,,,
2023,b_nd,male,control,wt,5/20/2023,0:45,2,22:45,,,
2023,b_nd,male,control,wt,5/21/2023,16:15,2,14:15,,,
2023,b_nd,female,control,wt,5/21/2023,17:45,2,15:45,,,
2023,b_nd,male,control,wt,5/21/2023,18:45,2,16:45,,,
2023,b_nd,female,control,wt,5/21/2023,19:15,2,17:15,,,
2023,b_nd,male,control,wt,5/21/2023,21:15,2,19:15,,,
2023,b_nd,female,control,wt,5/21/2023,22:00,2,20:00,,,
2023,b_nd,male,control,wt,5/22/2023,16:00,2,14:00,,,
2023,b_nd,female,control,wt,5/22/2023,19:30,2,17:30,,,
2023,b_nd,male,control,wt,5/22/2023,19:45,2,17:45,,,
2023,b_nd,female,control,wt,5/22/2023,20:00,2,18:00,,,
2023,b_nd,female,control,wt,5/22/2023,22:15,2,20:15,,,
2023,b_nd,female,control,wt,5/23/2023,12:30,2,10:30,,,
2023,b_nd,male,control,wt,5/23/2023,17:45,2,15:45,,,
2023,b_nd,female,control,wt,5/23/2023,19:30,2,17:30,,,
2023,b_nd,female,control,wt,5/23/2023,0:00,2,22:00,,,
2023,b_nd,male,period,5,6/27/2023,8:45,2,6:45,p4_09,mutant,frameshift
2023,b_nd,female,period,5,6/27/2023,14:00,2,12:00,p4_10,mutant,frameshift
2023,b_nd,male,period,4,6/27/2023,19:45,2,17:45,,,
2023,b_nd,female,period,5,6/28/2023,11:30,2,9:30,p4_12,,
2023,b_nd,male,period,5,6/28/2023,18:00,2,16:00,,,
2023,b_nd,male,period,5,6/28/2023,20:00,2,18:00,,,
2023,b_nd,female,period,5,6/28/2023,20:30,2,18:30,,,
2023,b_nd,female,period,5,6/28/2023,22:30,2,20:30,,,
2023,b_nd,male,period,4,6/28/2023,23:00,2,21:00,p3_19,,
2023,b_nd,female,period,5,6/28/2023,0:30,2,22:30,p4_11,wt,wt
2023,b_nd,male,period,5,6/28/2023,0:45,2,22:45,p4_14,,
2023,b_nd,male,period,5,6/29/2023,2:45,2,0:45,,,
2023,b_nd,female,period,5,6/29/2023,9:00,2,7:00,p4_16,,
2023,b_nd,female,period,5,6/29/2023,9:00,2,7:00,p4_20,,
2023,b_nd,male,period,5,6/29/2023,9:45,2,7:45,p4_24,,
2023,b_nd,female,period,5,6/29/2023,13:00,2,11:00,p4_23,,
2023,b_nd,male,period,5,6/29/2023,17:00,2,15:00,,,
2023,b_nd,female,period,5,6/29/2023,0:15,2,22:15,,,
2023,b_nd,male,period,5,6/29/2023,1:00,2,23:00,,,
2023,b_nd,female,period,5,6/29/2023,1:15,2,23:15,p4_17,mutant,unknown
2023,b_nd,female,period,5,6/30/2023,3:30,2,1:30,p4_19,,
2023,b_nd,male,period,4,6/30/2023,7:00,2,5:00,p3_13,,
2023,b_nd,female,period,4,6/30/2023,7:45,2,5:45,p3_16,mutant,frameshift
2023,b_nd,female,period,4,6/30/2023,8:15,2,6:15,p4_25,,
2023,b_nd,male,period,5,6/30/2023,8:45,2,6:45,,,
2023,b_nd,male,period,4,6/30/2023,0:00,2,22:00,,,
2023,b_nd,male,period,5,6/30/2023,0:15,2,22:15,,,
2023,b_nd,male,period,5,6/30/2023,1:30,2,23:30,,,
2023,b_nd,male,period,4,7/1/2023,2:30,2,0:30,,,
2023,b_nd,female,period,5,7/1/2023,6:15,2,4:15,p4_26,mutant,frameshift
2023,b_nd,male,period,5,7/1/2023,8:15,2,6:15,p4_21,mutant,frameshift
2023,b_nd,female,period,4,7/1/2023,10:00,2,8:00,p3_14,mutant,frameshift
2023,b_nd,female,period,5,7/1/2023,12:00,2,10:00,p4_28,,
2023,b_nd,female,period,5,7/1/2023,18:30,2,16:30,,,
2023,b_nd,female,period,5,7/1/2023,0:45,2,22:45,,,
2023,b_nd,male,period,4,7/2/2023,3:45,2,1:45,p3_12,mutant,frameshift
2023,b_nd,female,period,5,7/2/2023,8:45,2,6:45,p4_15,,
2023,b_nd,female,period,5,7/2/2023,18:15,2,16:15,,,
2023,b_nd,female,period,5,7/2/2023,1:00,2,23:00,p4_22,,
2023,b_nd,female,period,5,7/3/2023,20:00,2,18:00,p4_27,mutant,non_frameshift
2023,b_nd,female,period,5,7/4/2023,18:15,2,16:15,p4_30,,
2023,b_nd,female,period,5,7/4/2023,19:30,2,17:30,,,
2023,b_nd,female,period,5,7/5/2023,10:45,2,8:45,p4_29,,
2023,b_nd,female,period,5,7/5/2023,19:45,2,17:45,,,
2023,b_nd,female,period,5,7/6/2023,19:30,2,17:30,p4_33,,
2023,b_nd,female,period,4,7/6/2023,20:00,2,18:00,p3_18,mutant,frameshift
2023,b_nd,male,period,5,7/7/2023,3:00,2,1:00,,,
2023,b_nd,female,period,5,7/7/2023,9:45,2,7:45,p4_35,,
2023,b_nd,female,period,4,7/8/2023,19:45,2,17:45,p3_21,mutant,frameshift
2021,be,male,control,wt,12/21/2021,20:15,3,17:15,,,
2021,be,male,control,wt,12/21/2021,20:15,3,17:15,,,
2021,be,male,control,wt,12/22/2021,20:30,3,17:30,,,
2021,be,male,control,wt,12/23/2021,16:15,3,13:15,,,
2021,be,female,control,wt,12/23/2021,18:15,3,15:15,,,
2021,be,male,control,wt,12/23/2021,19:30,3,16:30,,,
2021,be,male,control,wt,12/23/2021,19:30,3,16:30,,,
2021,be,female,control,wt,12/23/2021,21:15,3,18:15,,,
2021,be,male,control,wt,12/24/2021,15:30,3,12:30,,,
2021,be,male,control,wt,12/24/2021,17:00,3,14:00,,,
2021,be,male,control,wt,12/25/2021,18:15,3,15:15,,,
2021,be,male,control,wt,12/25/2021,18:30,3,15:30,,,
2021,be,male,control,wt,12/25/2021,20:15,3,17:15,,,
2021,be,female,control,wt,12/25/2021,21:00,3,18:00,,,
2021,be,male,control,wt,12/25/2021,22:15,3,19:15,,,
2021,be,male,control,wt,12/26/2021,16:30,3,13:30,,,
2021,be,female,control,wt,12/26/2021,17:45,3,14:45,,,
2021,be,male,control,wt,12/26/2021,18:30,3,15:30,,,
2021,be,male,control,wt,12/26/2021,20:30,3,17:30,,,
2021,be,female,control,wt,12/26/2021,0:30,3,21:30,,,
2021,be,male,control,wt,12/28/2021,20:15,3,17:15,,,
2021,be,male,control,wt,12/29/2021,18:00,3,15:00,,,
2022,be,male,period,5,3/17/2022,8:15,4,4:15,BEpX4m_01,wt,wt
2022,be,female,period,5,3/18/2022,4:30,4,0:30,BEpX4f_02,wt,wt
2022,be,female,period,4,3/18/2022,22:15,4,18:15,na-curled,,
2022,be,female,period,5,3/18/2022,23:00,4,19:00,BEpX4f_13,,
2022,be,male,period,4,3/19/2022,14:00,4,10:00,BEpX3m_29,mutant,frameshift
2022,be,male,period,5,3/19/2022,18:15,4,14:15,BEpX4m_31,,
2022,be,male,period,5,3/19/2022,19:45,4,15:45,BEpX4m_26,,
2022,be,female,period,4,3/19/2022,21:15,4,17:15,BEpX3f_11,,
2022,be,male,period,4,3/19/2022,21:30,4,17:30,BEpX3m_24,,
2022,be,male,period,5,3/19/2022,21:30,4,17:30,BEpX4m_22,mutant,unknown
2022,be,female,period,4,3/19/2022,1:15,4,21:15,BEpX3f_18,mutant,frameshift
2022,be,male,period,4,3/20/2022,7:00,4,3:00,,,
2022,be,male,period,5,3/20/2022,15:00,4,11:00,BEpX4m_30,mutant,frameshift
2022,be,male,period,5,3/20/2022,16:15,4,12:15,BEpX4m_23,,
2022,be,female,period,5,3/20/2022,21:15,4,17:15,BEpX4f_14,,
2022,be,male,period,4,3/20/2022,21:15,4,17:15,,,
2022,be,male,pdfr,4,3/21/2022,21:45,4,17:45,BErX3m_36,mutant,frameshift
2022,be,male,pdfr,4,3/21/2022,23:00,4,19:00,BErX3m_34,mutant,frameshift
2022,be,male,period,4,3/21/2022,7:45,4,3:45,BEpX3m_25,,
2022,be,female,period,5,3/21/2022,8:15,4,4:15,,,
2022,be,male,period,5,3/21/2022,18:00,4,14:00,BEpX4m_69,,
2022,be,female,period,5,3/21/2022,19:15,4,15:15,BEpX4f_43,mutant,frameshift
2022,be,male,period,5,3/21/2022,19:15,4,15:15,BEpX4m_44,,
2022,be,male,period,4,3/21/2022,21:15,4,17:15,BEpX3m_65,,
2022,be,male,period,4,3/21/2022,21:30,4,17:30,BEpX3m_57,,
2022,be,female,period,4,3/21/2022,21:45,4,17:45,BEpX3f_41,,
2022,be,male,period,4,3/21/2022,22:00,4,18:00,BEpX3m_64,wt,wt
2022,be,female,period,5,3/21/2022,22:00,4,18:00,BEpX4f_62,mutant,unknown
2022,be,male,period,4,3/21/2022,22:00,4,18:00,,,
2022,be,female,period,4,3/21/2022,0:15,4,20:15,BEpX3f_10,,
2022,be,female,period,5,3/21/2022,0:15,4,20:15,BEpX4f_27,,
2022,be,male,period,5,3/21/2022,0:15,4,20:15,BEpX4m_32,,
2022,be,female,pdfr,4,3/22/2022,21:45,4,17:45,BErX3f_101,mutant,frameshift
2022,be,female,pdfr,4,3/22/2022,23:15,4,19:15,BErX3f_97,mutant,non_frameshift
2022,be,male,pdfr,4,3/22/2022,0:30,4,20:30,BErX3m_37,wt,wt
2022,be,female,pdfr,4,3/22/2022,0:45,4,20:45,curled wings,,
2022,be,male,period,4,3/22/2022,4:45,4,0:45,BEpX3m_63,mutant,frameshift
2022,be,female,period,4,3/22/2022,18:00,4,14:00,BEpX3f_55,,
2022,be,male,period,5,3/22/2022,19:45,4,15:45,,,
2022,be,female,period,4,3/22/2022,21:30,4,17:30,BEpX3f_95,,
2022,be,male,period,4,3/22/2022,21:30,4,17:30,,,
2022,be,male,period,4,3/22/2022,21:45,4,17:45,,,
2022,be,female,period,4,3/22/2022,22:00,4,18:00,BEpX3f_90,mutant,frameshift
2022,be,female,period,4,3/22/2022,0:00,4,20:00,,,
2022,be,male,period,4,3/22/2022,2:30,4,22:30,BEpX3m_58,mutant,frameshift
2022,be,female,period,4,3/22/2022,3:15,4,23:15,BEpX3f_45,,
2022,be,female,period,5,3/22/2022,3:15,4,23:15,BEpX4f_69,,
2022,be,male,period,4,3/23/2022,4:30,4,0:30,BEpX3m_75,,
2022,be,female,period,5,3/23/2022,9:30,4,5:30,BEpX4f_77,,
2022,be,male,period,5,3/23/2022,20:30,4,16:30,curled wings,,
2022,be,male,period,4,3/23/2022,0:30,4,20:30,BEpX3m_104,mutant,non_frameshift
2022,be,male,period,5,3/25/2022,15:30,4,11:30,,,
2022,be,male,period,5,3/25/2022,20:30,4,16:30,,,
2022,be,male,period,4,3/26/2022,18:30,4,14:30,BEpX3m_117*UZ,,
2022,be,male,period,5,3/26/2022,21:30,4,17:30,BEpX4m_118*UZ,,
2022,be,female,control,wt,7/29/2022,21:30,3,18:30,,,
2022,be,female,control,wt,7/29/2022,23:45,3,20:45,,,
2022,be,female,control,wt,7/30/2022,18:45,3,15:45,,,
2022,be,female,control,wt,7/30/2022,20:00,3,17:00,,,
2022,be,female,control,wt,7/30/2022,22:45,3,19:45,,,
2022,be,female,control,wt,7/31/2022,17:45,3,14:45,,,
2022,be,female,control,wt,7/31/2022,18:15,3,15:15,,,
2022,be,female,control,wt,7/31/2022,19:30,3,16:30,,,
2022,be,female,control,wt,7/31/2022,22:00,3,19:00,,,
2022,be,female,control,wt,8/1/2022,18:45,3,15:45,,,
2022,be,female,control,wt,8/2/2022,17:45,3,14:45,,,
2022,be,female,control,wt,8/6/2022,16:45,3,13:45,,,
2022,be,female,control,wt,8/6/2022,18:00,3,15:00,,,
2022,be,female,control,wt,8/6/2022,19:30,3,16:30,,,
2022,be,female,control,wt,8/6/2022,20:00,3,17:00,,,
2022,be,female,control,wt,8/6/2022,20:00,3,17:00,,,
2022,be,female,control,wt,8/6/2022,20:45,3,17:45,,,
2022,be,female,control,wt,8/6/2022,23:15,3,20:15,,,
2022,be,female,control,wt,8/6/2022,23:30,3,20:30,,,
2022,be,female,control,wt,8/7/2022,6:15,3,3:15,,,
2022,be,female,control,wt,8/7/2022,8:15,3,5:15,,,
2022,be,male,control,wt,8/7/2022,17:30,3,14:30,,,
2022,be,female,control,wt,8/7/2022,18:15,3,15:15,,,
2022,be,female,control,wt,8/7/2022,18:45,3,15:45,,,
2022,be,female,control,wt,8/7/2022,18:45,3,15:45,,,
2022,be,female,control,wt,8/7/2022,19:00,3,16:00,,,
2022,be,male,control,wt,8/7/2022,19:30,3,16:30,,,
2022,be,female,control,wt,8/7/2022,20:15,3,17:15,,,
2022,be,male,control,wt,8/7/2022,20:30,3,17:30,,,
2022,be,male,control,wt,8/7/2022,20:30,3,17:30,,,
2022,be,female,control,wt,8/7/2022,20:45,3,17:45,,,
2022,be,female,control,wt,8/7/2022,20:45,3,17:45,,,
2022,be,female,control,wt,8/7/2022,21:15,3,18:15,,,
2022,be,male,control,wt,8/7/2022,21:15,3,18:15,,,
2022,be,male,control,wt,8/7/2022,21:30,3,18:30,,,
2022,be,male,control,wt,8/7/2022,21:45,3,18:45,,,
2022,be,male,control,wt,8/7/2022,21:45,3,18:45,,,
2022,be,male,control,wt,8/7/2022,22:15,3,19:15,,,
2022,be,male,control,wt,8/7/2022,23:00,3,20:00,,,
2022,be,female,control,wt,8/7/2022,23:15,3,20:15,,,
2022,be,male,control,wt,8/7/2022,23:30,3,20:30,,,
2022,be,male,control,wt,8/7/2022,23:45,3,20:45,,,
2022,be,male,control,wt,8/7/2022,23:45,3,20:45,,,
2022,be,female,control,wt,8/7/2022,0:00,3,21:00,,,
2022,be,female,control,wt,8/7/2022,2:30,3,23:30,,,
2022,be,female,control,wt,8/8/2022,4:30,3,1:30,,,
2022,be,female,control,wt,8/8/2022,4:30,3,1:30,,,
2022,be,male,control,wt,8/8/2022,6:45,3,3:45,,,
2022,be,male,control,wt,8/8/2022,18:00,3,15:00,,,
2022,be,male,control,wt,8/8/2022,18:00,3,15:00,,,
2022,be,female,control,wt,8/8/2022,18:15,3,15:15,,,
2022,be,male,control,wt,8/8/2022,18:15,3,15:15,,,
2022,be,female,control,wt,8/8/2022,18:30,3,15:30,,,
2022,be,male,control,wt,8/8/2022,19:15,3,16:15,,,
2022,be,female,control,wt,8/8/2022,19:15,3,16:15,,,
2022,be,female,control,wt,8/8/2022,19:30,3,16:30,,,
2022,be,male,control,wt,8/8/2022,19:30,3,16:30,,,
2022,be,female,control,wt,8/8/2022,19:30,3,16:30,,,
2022,be,female,control,wt,8/8/2022,19:30,3,16:30,,,
2022,be,female,control,wt,8/8/2022,19:30,3,16:30,,,
2022,be,female,control,wt,8/8/2022,19:30,3,16:30,,,
2022,be,male,control,wt,8/8/2022,19:45,3,16:45,,,
2022,be,female,control,wt,8/8/2022,19:45,3,16:45,,,
2022,be,male,control,wt,8/8/2022,20:30,3,17:30,,,
2022,be,male,control,wt,8/8/2022,20:30,3,17:30,,,
2022,be,male,control,wt,8/8/2022,21:00,3,18:00,,,
2022,be,female,control,wt,8/8/2022,21:15,3,18:15,,,
2022,be,female,control,wt,8/8/2022,21:15,3,18:15,,,
2022,be,male,control,wt,8/8/2022,21:15,3,18:15,,,
2022,be,male,control,wt,8/8/2022,22:45,3,19:45,,,
2022,be,male,control,wt,8/8/2022,22:45,3,19:45,,,
2022,be,female,control,wt,8/8/2022,23:00,3,20:00,,,
2022,be,female,control,wt,8/8/2022,23:15,3,20:15,,,
2022,be,male,control,wt,8/8/2022,23:45,3,20:45,,,
2022,be,male,control,wt,8/8/2022,0:30,3,21:30,,,
2022,be,female,control,wt,8/8/2022,0:45,3,21:45,,,
2022,be,male,control,wt,8/9/2022,4:45,3,1:45,,,
2022,be,male,control,wt,8/9/2022,10:45,3,7:45,,,
2022,be,male,control,wt,8/9/2022,18:30,3,15:30,,,
2022,be,female,control,wt,8/9/2022,19:15,3,16:15,,,
2022,be,female,control,wt,8/9/2022,22:00,3,19:00,,,
2022,be,male,control,wt,8/9/2022,1:00,3,22:00,,,
2022,be,male,control,wt,8/9/2022,1:15,3,22:15,,,
2022,be,male,control,wt,8/9/2022,1:30,3,22:30,,,
2022,be,male,control,wt,8/10/2022,6:45,3,3:45,,,
2022,be,female,control,wt,8/10/2022,7:45,3,4:45,,,
2022,be,male,control,wt,8/10/2022,18:15,3,15:15,,,
2022,be,male,control,wt,8/10/2022,18:45,3,15:45,,,
2022,be,male,control,wt,8/10/2022,19:00,3,16:00,,,
2022,be,female,control,wt,8/10/2022,2:30,3,23:30,,,
2022,be,male,control,wt,8/11/2022,3:15,3,0:15,,,
2022,be,female,control,wt,8/14/2022,20:45,3,17:45,,,
2023,be,male,period,4,5/23/2023,13:00,2,11:00,,,
2023,be,male,period,4,5/24/2023,23:15,2,21:15,,,
2022,be,female,period,4,,,4,,BEpX3f_71,,
2022,be,female,period,4,,,4,,BEpX3f_72,,
2022,be,female,period,5,,,4,,BEpX4f_04,,
2022,be,female,period,5,,,4,,BEpX4f_33,,
2022,be,female,period,5,,,4,,BEpX4f_73,,
2022,be,male,period,5,,,4,,BEpX4m_03,,
2022,be,male,period,5,,,4,,BEpX4m_33,wt,wt
2022,be,male,period,4,,,4,,,,
2022,be,female,period,4,,,4,,,,
2023,be*lf,female,period,4,7/9/2023,12:00,2,10:00,p3_22,,
2023,be*lf,male,period,4,7/11/2023,18:00,2,16:00,p3_23,,
2023,be*lf,female,period,4,7/11/2023,19:45,2,17:45,,,
2023,be*lf,male,period,4,7/12/2023,19:30,2,17:30,p3_24,,
2023,be*lf,male,period,4,7/13/2023,19:30,2,17:30,,,
2023,be*lf,female,period,4,7/14/2023,0:45,2,22:45,,,
2023,be*lf,female,period,4,7/15/2023,19:45,2,17:45,,,
2023,bz,female,control,wt,5/26/2023,19:30,2,17:30,,,
2023,bz,female,control,wt,5/26/2023,19:45,2,17:45,,,
2023,bz,female,control,wt,5/26/2023,21:15,2,19:15,,,
2023,bz,female,control,wt,5/26/2023,21:45,2,19:45,,,
2023,bz,female,control,wt,5/26/2023,23:30,2,21:30,,,
2023,bz,female,control,wt,5/27/2023,15:15,2,13:15,,,
2023,bz,female,control,wt,5/27/2023,18:15,2,16:15,,,
2023,bz,female,control,wt,5/27/2023,19:15,2,17:15,,,
2023,bz,male,control,wt,5/27/2023,19:45,2,17:45,,,
2023,bz,female,control,wt,5/27/2023,21:00,2,19:00,,,
2023,bz,male,control,wt,5/27/2023,21:00,2,19:00,,,
2023,bz,female,control,wt,5/27/2023,22:00,2,20:00,,,
2023,bz,male,control,wt,5/27/2023,23:00,2,21:00,,,
